0.34579	2.4787	1162.1
0.37794	5.0818	2846.3
0.43195	5.2937	3873.3
0.4066	5.4493	3533.2
0.35673	5.4052	2697.5
0.32524	5.3397	2215
0.29821	5.3252	1857
0.25148	6.2895	1563.8
0.27095	6.752	1957.4
0.28518	6.8491	2202.6
0.28405	6.8131	2172.6
0.27714	6.7462	2046
0.2753	6.7956	2035
0.44548	6.9271	5442.7
0.85308	5.5936	15967
0.64225	8.6212	14871
0.63175	11.09	20349
0.78128	12.38	35455
0.62447	12.432	22756
0.64094	12.395	23893
0.64733	12.287	24139
0.643	12.152	23526
0.64506	11.391	21939
0.64667	10.923	20911
0.65296	10.368	19895
0.66655	10.251	20413
0.68955	10.17	21610
0.72028	10.047	23188
0.74757	9.7042	23795
0.76349	9.3829	23668
0.77058	9.212	23491
0.77182	9.0815	23097
0.77379	9.2018	23650
0.77351	9.2171	23688
0.76065	8.9137	21851
0.72751	8.6817	19267
0.71168	8.6842	18445
0.71774	9.0521	19882
0.68767	9.1992	18671
0.64697	9.0539	16159
0.61439	8.6823	13743
0.59343	8.5494	12551
0.58027	8.5467	11995
0.56476	8.5535	11375
0.5477	8.5172	10636
0.52638	8.4077	9651.8
0.49818	8.1239	8257.1
0.46455	7.8163	6830.5
0.43629	7.6178	5834.3
0.41925	7.3388	5150.5
0.39949	7.0116	4436.7
0.37196	6.885	3768.8
0.34526	6.7016	3152.6
0.32128	6.4516	2621.2
0.29818	6.3177	2208.8
0.27602	6.241	1868.8
0.26176	6.2511	1683.5
0.25447	6.6174	1689.5
0.25309	7.3578	1882.7
0.25251	7.4055	1888.5
0.24996	7.2906	1816.6
0.79854	3.4633	8659.3
0.94081	5.3462	18557
0.86038	6.2645	18229
0.76712	6.7007	15561
0.73902	7.0793	15349
0.69478	7.9548	15626
0.69395	8.7609	17753
0.70588	9.1603	19555
0.7109	9.326	20343
0.71532	9.1996	20204
0.73688	8.889	20428
0.76175	8.59	20815
0.7643	8.4279	20416
0.74445	8.2215	18733
0.71354	7.8752	16269
0.68432	7.7421	14645
0.67687	7.6838	14193
0.71584	7.688	15885
0.73658	7.8347	17223
0.70292	7.849	15722
0.65247	7.7614	13355
0.6037	7.6383	11208
0.5571	7.4066	9193.9
0.5159	7.1467	7561.5
0.484	7.0678	6571.2
0.46773	7.0847	6153.7
0.462	7.2328	6148.4
0.4538	7.3791	6073.6
0.43887	7.3235	5629.7
0.42208	7.1738	5083.4
0.45519	7.053	5798.7
0.48494	6.9528	6476.1
0.4588	6.8138	5668.6
0.48659	6.4396	6000.9
0.61827	6.4898	9768.1
0.63492	7.4977	12118
0.58005	7.4309	10006
0.54347	7.2885	8584.6
0.51718	7.0905	7530.8
0.49446	6.9527	6732.7
0.47096	6.8077	5967.1
0.44678	6.5626	5161.6
0.42369	6.4041	4523.5
0.40176	6.3033	4000.3
0.41096	6.1745	4097.1
0.43153	5.9959	4383.5
0.37851	5.8503	3289.1
0.334	5.7418	2513
0.30079	5.6328	1999.1
0.93252	4.3457	14817
0.86963	7.174	21580
0.63428	8.7396	14781
0.65344	9.987	18925
0.66738	10.632	21497
0.67267	10.508	21498
0.67967	10.297	21355
0.69498	10.028	21531
0.71284	9.5346	21104
0.74047	9.2901	21951
0.7622	8.9914	22210
0.76128	8.5607	20692
0.73951	8.392	19002
0.70887	8.1821	16877
0.68725	7.9108	15180
0.67214	7.8221	14312
0.6451	7.7452	13021
0.629	7.6446	12179
0.62007	7.5	11562
0.60799	7.1513	10510
0.5484	6.9653	8298.6
0.49336	6.8895	6635.2
0.46678	6.7705	5826.8
0.48377	6.4001	5893.4
0.51292	6.4374	6665.6
0.56159	6.6119	8220.8
0.58694	6.854	9337.6
0.55856	6.7261	8283.8
0.51064	6.5373	6714.9
0.45777	6.4329	5305.3
0.43226	6.338	4657.4
0.44476	6.1954	4815.6
0.46875	5.9273	5112
0.46268	5.8118	4881.8
0.42594	5.8884	4192.6
0.40536	5.8804	3792.1
0.38332	5.8355	3364.7
0.35482	5.7829	2856.5
0.33207	5.705	2467.9
0.31893	5.6012	2234.8
0.30885	5.5245	2066.8
0.30016	5.5201	1950.5
0.29151	5.5474	1849
0.29868	5.5614	1946
0.30587	5.4253	1990.6
0.29637	5.753	1982.6
0.26792	5.9032	1663.1
0.23093	5.8392	1221.9
0.20649	5.7767	966.42
0.20406	5.7691	942.49
0.31347	1.8459	711.2
0.26698	4.4391	1240.7
0.50643	3.5251	3545
0.8787	5.2034	15754
0.8205	6.5374	17337
0.71478	7.7373	15965
0.70929	9.1794	19803
0.72689	10.952	26512
0.72414	12.233	30061
0.71304	12.309	29347
0.70515	11.767	27263
0.69863	11.376	25693
0.69484	11.315	25245
0.696	11.281	25235
0.71077	11.018	25546
0.73908	10.368	25488
0.7628	10.043	25992
0.75553	9.3764	23154
0.716	9.0429	19757
0.66244	8.4744	15452
0.60391	8.1883	12262
0.5362	7.7275	8970.2
0.47875	7.5126	6906.8
0.42365	7.1232	5079.8
0.37642	6.9267	3885.6
0.33272	6.7081	2930.9
0.295	6.3882	2187.2
0.39279	6.2463	3787.7
0.52605	3.6019	3908.2
0.89678	4.9042	15465
0.89003	6.3921	19922
0.66535	7.7512	13865
0.67843	9.764	19767
0.68513	10.624	22632
0.68878	10.539	22631
0.70402	10.307	22942
0.7315	10.032	23866
0.75556	9.452	23420
0.76272	9.2244	23058
0.74645	8.8753	20917
0.71177	8.4845	17868
0.66725	8.298	15237
0.61632	7.8441	12077
0.56295	7.6297	9732.3
0.50892	7.4017	7666.5
0.45518	7.0271	5774.2
0.40795	6.8779	4528.2
0.36694	6.6021	3504.1
0.33335	6.3651	2782.3
0.32988	6.2309	2664.9
0.30979	5.8958	2220.6
0.2693	5.7446	1634.5
0.23046	5.6547	1178.1
0.1954	5.5209	826.73
0.16651	5.3076	577.04
0.14416	5.2162	425.11
0.14401	5.1318	417.34
0.37208	2.8498	1546.9
0.40813	3.2167	2100.9
0.39877	3.7049	2310
0.48997	4.0948	3854.5
0.84779	4.983	14044
0.7983	5.9273	14826
0.76741	8.0717	19428
0.77329	8.3644	20685
0.77879	8.3362	20885
0.7706	8.2424	20140
0.75071	8.188	18946
0.73362	8.2286	18213
0.7157	8.2362	17355
0.69005	8.132	15863
0.68518	7.8899	15038
0.64428	7.71	12914
0.5951	7.5435	10725
0.5538	7.2099	8802.2
0.51568	6.9986	7377.5
0.48081	6.8598	6271.9
0.45041	6.602	5279.5
0.42807	6.4348	4640.7
0.40573	6.3703	4125.1
0.39013	6.3175	3780.9
0.37235	6.2425	3401.8
0.35328	6.1248	3002.5
0.33577	5.9737	2643.8
0.31698	5.8954	2324.8
0.35647	5.8271	2905.5
0.9062	4.9197	15841
0.88883	6.3672	19787
0.77128	7.0025	16513
0.72358	8.0736	17278
0.70604	9.1178	19436
0.70829	9.5779	20969
0.72114	9.5107	21523
0.7394	9.3629	22131
0.75466	9.1621	22358
0.76656	8.7422	21598
0.77388	8.4835	21119
0.7717	8.302	20394
0.74993	7.9687	18246
0.71009	7.7885	15888
0.66594	7.6963	13766
0.62544	7.5953	11946
0.59366	7.4326	10484
0.56855	7.1877	9244.1
0.54756	7.0646	8406.3
0.53315	6.9639	7841.8
0.49498	6.8225	6607.1
0.44594	6.5773	5154.4
0.40368	6.4131	4112.2
0.37463	6.3246	3490.6
0.35102	6.2279	3015.8
0.33034	6.047	2591.2
0.32304	5.8795	2408
0.3289	5.7713	2449.5
0.31197	5.6175	2144.5
0.2764	5.4091	1620.6
0.24928	5.2689	1284
0.24506	5.1663	1216.7
0.23258	5.0161	1063.9
0.2316	4.7909	1007.7
0.28885	4.6293	1514.5
0.29525	4.331	1480.3
0.28654	4.7032	1514.1
0.24609	4.7498	1127.9
0.21079	4.6614	812.1
0.18914	4.528	635.15
0.17928	4.414	556.27
0.17631	4.3375	528.68
0.21026	4.2911	743.84
0.2515	3.79	939.98
0.24007	4.13	933.27
0.21983	4.3949	832.76
0.19292	4.56	665.49
0.19125	4.8114	690.07
0.43228	2.3443	1717.7
0.42159	2.2702	1582.1
0.35235	8.2393	4208.6
0.38082	8.2406	4917.2
0.40543	8.1113	5457.7
0.38739	7.773	4716.7
0.35962	7.5373	3912.7
0.61539	7.2314	10907
0.87906	4.8565	14715
0.82429	5.8355	15559
0.79079	7.2795	18150
0.77508	8.1432	20050
0.76385	8.1882	19616
0.75158	8.0647	18614
0.71019	7.8192	15972
0.65205	7.6214	13039
0.62483	7.3326	11428
0.66792	7.1731	12728
0.66958	8.0859	14825
0.65472	7.8262	13589
0.63043	7.6401	12226
0.59596	7.4632	10618
0.58573	7.1471	9747.4
0.8228	6.8989	18483
0.83633	5.8088	15943
0.82227	5.9907	15901
0.8001	6.4616	16283
0.80481	6.3987	16307
0.80092	6.3923	16132
0.78705	7.2151	17793
0.75348	9.2411	22560
0.72814	9.8031	22897
0.73666	9.5215	22494
0.75953	9.2957	23116
0.77292	8.9925	22843
0.75287	8.5169	20096
0.70586	8.278	16996
0.64924	7.7772	13257
0.60456	7.5519	11084
0.59214	7.1711	10001
0.58523	6.9761	9467.3
0.6012	6.8527	9794.8
0.62012	6.6294	10052
0.56333	6.3067	7869.2
0.50759	6.2169	6294.6
0.45482	6.1397	4989.1
0.42721	5.9699	4277.1
0.41797	5.7649	3951.5
0.43187	5.6417	4127.6
0.50086	5.5278	5438.8
0.52671	4.5525	4952.2
0.50154	5.5566	5482.2
0.46663	5.9751	5107.4
0.46151	6.0494	5059.5
0.45669	4.3412	3550.2
0.48758	4.4073	4108.3
0.55275	4.4682	5352.9
0.53	4.6563	5128.6
0.46997	4.705	4074.8
0.45262	4.6511	3736.1
0.41341	4.592	3077.2
0.3556	4.5559	2259
0.31299	4.5279	1739.2
0.28192	4.4668	1392
0.25555	4.4238	1132.8
0.2608	4.3931	1171.6
0.36101	3.6099	1844.7
0.37256	4.0941	2228.2
0.32373	4.4443	1826.3
0.26867	4.5796	1296.2
0.23143	4.5571	957.07
0.20634	4.5213	754.81
0.19435	4.5344	671.58
0.18944	4.5659	642.52
0.26115	4.5922	1228
0.288	4.1381	1345.8
0.28706	4.6448	1500.8
0.25326	4.8276	1214.1
0.21471	4.7812	864.23
0.18903	4.7215	661.55
0.20014	4.6378	728.41
0.30463	3.2725	1190.8
0.37585	3.6005	1994.3
0.40396	3.9148	2504.9
0.36131	4.2091	2154.4
0.29748	4.176	1449.1
0.2656	3.9966	1105.5
0.2768	3.8789	1165.3
0.28539	3.8613	1233.1
0.34341	3.8472	1778.9
0.39956	3.9418	2467.5
0.43452	4.38	3242.6
0.41205	4.8081	3200.9
0.38194	5.0801	2906
0.37786	8.0801	4716.7
0.38348	7.7172	4580.3
0.38221	7.3507	4288.7
0.38037	6.8954	3947.7
0.4728	6.5373	5756.8
0.60648	6.3276	9152.6
0.57179	6.0814	7808.4
0.53248	6.0326	6716
0.54855	5.8275	6881
0.59139	5.6498	7751.3
0.61267	6.1276	9034.7
0.67525	6.2307	11165
0.67195	6.6054	11757
0.64183	7.3444	12081
0.60614	7.2833	10670
0.59332	7.5258	10631
0.6237	7.9163	12514
0.64056	8.0215	13426
0.61894	7.8754	12242
0.58304	7.7355	10619
0.54749	7.5973	9156.7
0.5183	7.4133	7966.3
0.49243	7.1725	6917.7
0.46214	7.0836	6006.3
0.43298	7.0508	5244.7
0.41507	7.0494	4818.6
0.40715	7.083	4661.6
0.41051	7.0991	4751.2
0.42078	7.0527	4954.8
0.43771	6.8816	5216
0.41664	6.7208	4605.2
0.3811	6.7695	3883.5
0.35789	6.8369	3462.3
0.35893	6.9153	3526.4
0.36512	6.9743	3684
0.36933	6.9585	3759.8
0.36748	6.9314	3706
0.36326	6.7437	3513.7
0.41056	6.4492	4278.9
0.37516	6.4934	3598.6
0.36608	6.4176	3384.5
0.37672	6.3289	3532.1
0.38021	6.2348	3542.3
0.36247	6.077	3135.5
0.36949	5.2787	2826
0.41699	5.3295	3634
0.41882	5.4848	3773.4
0.41968	5.8094	4015
0.41274	6.1387	4108.1
0.40816	6.2405	4086.1
0.3969	6.2634	3878.5
